id,name,phone,address,postal_code,lat,lng,category,hours,description,image,link,review_count,rating,category_kakao,description_kakao,last_order,kakao_place_id,kakao_place_url,menu_price_min,menu_price_median,menu_count,has_parking,has_group_seating,has_private_room,has_baby_chair,has_kids_menu,allows_pets,has_disabled_access,hours_source
26779314,원조마늘곱창,+82 2-2678-0170,서울 영등포구 경인로79길 17-1 1층,,37.51502,127.01647,"아시아 요리, 한국",월 16:00~22:30 / 화 16:00~22:30 / 수 16:00~22:30 / 목 16:00~22:30 / 금 16:00~23:00 / 토 12:30~22:30 / 일 12:30~22:00,"15년 곱창 전문가가 만든 특허받은 연육법, 최고급 곱창을 알아보는 안목과 안정적인 공급망 거기에 수많은 고객님들의 재방문과 입소문까지 문래창작촌에 자리잡은 곱창 맛집 원조마늘곱창은 항상 최고의 맛과 서비스로 보답하겠습니다.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/e0/0e/ff/caption.jpg?w=200&h=200&s=1,https://www.tripadvisor.co.kr/Restaurant_Review-g294197-d26779314-Reviews-Wonjomanlgobchang-Seoul.html,353,4.9,"곱창,막창","15년 곱창 전문가가 만든 한우곱창 브랜드, 원조마늘곱창",,575588981,https://place.map.kakao.com/575588981,5000,26000,8,,,,,,,,kakao
14803417,타마유라,+82 2-6282-6751,서울 서울특별시 서초구 신반포로 176 JW 메리어트 호텔 서울 2층,06546,37.503906,127.004745,"일본 요리, 해산물, 스시, 아시아 요리",월 11:30~22:00 / 화 11:30~22:00 / 수 11:30~22:00 / 목 11:30~22:00 / 금 11:30~22:00 / 토 11:30~22:00 / 일 11:30~22:00,"재료 본질의 맛과 일본 전통을 그대로 느낄 수 있는 가이세키 요리와 에도마에 스시, 웨스턴 스타일이 가미된 라이브 철판 요리를 프라이빗 공간에서 즐길 수 있는 최고급 일식 레스토랑입니다. 티 전문가가 선별한 프리미엄 티 셀렉션과 셰프가 직접 만든 수제 화과자를 비롯하여 일본의 전통 다도를 경험할 수 있는 티 바도 함께 운영됩니다.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/fc/7a/83/caption.jpg?w=200&h=200&s=1&cx=700&cy=466&chk=v1_17baf620ec8c972813c0,https://www.tripadvisor.co.kr/Restaurant_Review-g294197-d14803417-Reviews-Tamayura-Seoul.html,219,5.0,일식,셰프의 손길이 빚어내는 정갈한 일식 향연,,2140623859,https://place.map.kakao.com/2140623859,55000,100000,5,true,,true,,,,,kakao
9018255,곱 마포직영점,+82 507-1324-5201,서울 마포구 도화길 31-1 Mapo-gu,,37.54103,126.94938,"바베큐, 아시아 요리, 한국",월 16:00~23:30 / 화 16:00~23:30 / 수 16:00~23:30 / 목 16:00~23:30 / 금 16:00~23:30 / 토 16:00~23:30 / 일 15:00~23:00,"안녕하세요. 신선한 당일도축 한우황소 곱창만을 사용하는 곱 입니다. 식신로드, 생생정보통, VJ특공대 등 많은 TV프로그램에서 극찬한 곱창맛집 입니다!",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/e7/cb/38/caption.jpg?w=200&h=200&s=1&cx=1920&cy=1080&chk=v1_1f207b82e6d8d71c5884,https://www.tripadvisor.co.kr/Restaurant_Review-g294197-d9018255-Reviews-Gop_Mapo-Seoul.html,814,4.9,"곱창,막창","허영만의 백반기행, 줄서는식당 방영 맛집! 곱 마포점 입니다.",,21732408,https://place.map.kakao.com/21732408,1000,12000,29,true,,,,,,,kakao
1371740,무교동 북어국집,+82 2-777-3891,서울 중구 을지로1길 38,04522,37.567886,126.979744,"아시아 요리, 한국, 건강식, 수프",일 07:00~15:00 / 월 07:00~20:00 / 화 07:00~20:00 / 수 07:00~20:00 / 목 07:00~20:00 / 금 07:00~20:00 / 토 07:00~15:00,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/e0/0f/4e/caption.jpg?w=200&h=200&s=1,https://www.tripadvisor.co.kr/Restaurant_Review-g294197-d1371740-Reviews-Mugyodong_Bugeokukjib-Seoul.html,682,4.4,,60년 전통 깊은 북어국 한 그릇,,11064200,https://place.map.kakao.com/11064200,11000,11000,1,,,,,,,true,tripadvisor
2327459,부다스벨리,+82 2-749-0903,서울 용산구 녹사평대로40길 48,04345,37.534294,126.98858,"아시아 요리, 타이 요리",월 11:30~22:00 / 화 11:30~22:00 / 수 11:30~22:00 / 목 11:30~22:00 / 금 11:30~22:30 / 토 11:30~22:30 / 일 11:30~22:00,"※ 주차안내 인근 동호 주차장 또는 용산구청 주차장을 이용해 주시기 바랍니다. > 당일 주차증 지참시 식사 가격에서 40,000원당 2,000원 할인 (max 10,000원) > 인근 주차장 [용산구청 주차장] 1시간-2,700원 2시간-5,700원 [동호 주차장]  1시간-4,000원  2시간-8,000원",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/e7/ad/28/caption.jpg?w=200&h=200&s=1&cx=1920&cy=1080&chk=v1_f2b1be7044cdd54f81e3,https://www.tripadvisor.co.kr/Restaurant_Review-g294197-d2327459-Reviews-Buddha_s_Belly-Seoul.html,322,4.6,태국음식,"* 동호주차장 및 인근주차장 이용 시 주차 할인해드립니다. * 네이버, 캐치테이블 예약가능",,17011339,https://place.map.kakao.com/17011339,9900,24200,10,,,,,,true,true,kakao
21127141,클레오,+82 2-2076-2050,서울 서울시 용산구 장문로 23 몬드리안 서울 이태원 1층 클레오,04392,37.528584,126.99311,"지중해 요리, 중동 요리",월 06:30~22:00 / 화 06:30~22:00 / 수 06:30~22:00 / 목 06:30~22:00 / 금 06:30~22:00 / 토 06:30~22:00 / 일 06:30~22:00,"CLEO는 다른 곳에서는 경험할 수 없는 지중해식 요리의 향연을 선사합니다. 오랜 친구든 새로운 친구든 함께 모여 식사와 음료를 즐기며 서로의 이야기를 주고 받을 수 있습니다. CLEO에서는 따스하면서도 서로 어울릴 수 있는 분위기에서, 전통적인 맛을 현대적으로 해석한 요리들을 함께 맛볼 수 있습니다. 전통과 현대가 만나 다른 곳에서는 경험할 수 없는 독특한 외식 경험을 선사합니다. 간단한 식사 자리든 자유로운 연회든 CLEO의 캐주얼하면서도 멋진 분위기는 어떤 경우에도 완벽하게 어울립니다.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/e0/0f/4e/caption.jpg?w=200&h=200&s=1,https://www.tripadvisor.co.kr/Restaurant_Review-g294197-d21127141-Reviews-Cleo-Seoul.html,310,4.8,양식,중동 감성 가득한 화덕 피자와 케밥,,2056241292,https://place.map.kakao.com/2056241292,33000,69000,5,true,true,,true,true,,,kakao
4562449,SUT - 정육점의 끝,+82 2-6137-7110,서울 영등포구 국제금융로 10 콘래드서울 37층,07326,37.52542,126.92661,"스테이크하우스, 바, 그릴, 퓨전",일 11:00~00:00 / 월 11:30~00:00 / 화 11:30~00:00 / 수 11:30~00:00 / 목 11:30~01:00 / 금 11:30~01:00 / 토 11:00~01:00,"서울의 스카이라인을 품은 콘래드 서울 최상층, SUT (숯) 더 붓처스 엣지는 불과 시간, 그리고 셰프의 정교한 기술로 완성되는 스테이크 하우스입니다. 미국산 프라임 비프와 호주산 킹 리버 비프는 정제된 드라이에이징 과정을 거쳐 최적의 풍미로 숙성되며, 한국을 대표하는 최상급 미경산 한우는 숯불의 열기로 본연의 맛을 완벽하게 살립니다. 셰프의 감각으로 구성된 오마카세 다이닝 코스와 소믈리에가 엄선한 와인 페어링은 하나의 작품처럼 완성된 미식의 여정을 선사합니다. 불의 향, 숙성의 깊이, 그리고 순간의 예술. 새로운 럭셔리 다이닝의 기준을 경험하세요.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/e0/0d/6d/caption.jpg?w=200&h=200&s=1,https://www.tripadvisor.co.kr/Restaurant_Review-g294197-d4562449-Reviews-SUT_The_Butcher_s_Edge-Seoul.html,291,4.7,,,,,,,,,,,,,,,,tripadvisor
9105334,단풍나무집 - 이태원점,+82 2-790-7977,서울 용산구 이태원로27가길 26,04350,37.534874,126.994026,"바베큐, 아시아 요리, 한국",월 11:30~22:00 / 화 11:30~22:00 / 수 11:30~22:00 / 목 11:30~22:00 / 금 11:30~22:00 / 토 11:30~22:00 / 일 11:30~22:00,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/b9/1a/b6/37fa8f9d-5dbb-42bb.jpg?w=200&h=200&s=1,https://www.tripadvisor.co.kr/Restaurant_Review-g294197-d9105334-Reviews-Maple_Tree_House_Itaewon-Seoul.html,535,4.2,"육류,고기",참숯 향 가득한 고급 한우 바비큐,일 21:30 / 월 14:30 / 월 21:30 / 화 14:30 / 화 21:30 / 수 14:30 / 수 21:30 / 목 14:30 / 목 21:30 / 금 14:30 / 금 21:30 / 토 21:30,11646433,https://place.map.kakao.com/11646433,13900,14900,5,true,true,,,,,,kakao
20941492,프리빌리지 바,+82 2-2076-2071,서울 서울시 용산구 장문로 23 몬드리안 서울 이태원 RF층 프리빌리지 루프탑바,04392,37.528584,126.99312,"바, 펍, 와인 바",일 18:00~00:00 / 월 18:00~00:00 / 화 18:00~00:00 / 수 18:00~00:00 / 목 18:00~00:00 / 금 18:00~02:00 / 토 18:00~02:00,"루프탑층에 위치한 프리빌리지 바에서는 실내와 실외의 분위기를 모두 경험할 수 있습니다. 스타일리시한 인테리어는 낮에는 누구나 좋아할 만한 '해피 아워' 환경을 조성하도록 디자인했습니다. 저녁이 되면, 별빛 아래에서 세계적인 DJ가 선사하는 사운드트랙을 들으며 사교를 즐기는 분위기로 자연스럽게 전환됩니다. 프리빌리지 루프탑 바에는 최고급 싱글 몰트 위스키와 전세계의 다양한 글래스 와인이 준비되어 있습니다.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/f9/08/b1/mosquee-1.jpg?w=200&h=200&s=1,https://www.tripadvisor.co.kr/Restaurant_Review-g294197-d20941492-Reviews-Privilege_Bar-Seoul.html,176,4.9,,도심 속 노을과 칵테일의 여유,,1204490733,https://place.map.kakao.com/1204490733,,,,true,,,,,,,tripadvisor
26689688,서울게러지바,+82 10-6630-6980,서울 종로구 종로14길 4 1층,,37.569843,126.98669,"바, 피자, 아시아 요리, 한국, 펍",일 14:00~20:00 / 월 18:00~02:00 / 화 18:00~02:00 / 수 18:00~02:00 / 목 18:00~02:00 / 금 18:00~02:00 / 토 14:00~02:00,"Garage Bar isn't just Korea's #1 rated bar – it's where Seoul comes alive with culture and community. As a Travelers' Choice Award winner, we features live performances by talented Korean artists, craft cocktails, and an authentic industrial atmosphere. Every night brings something special: immerse yourself in Seoul's vibrant music scene while enjoying premium drinks in an intimate setting. Whether you're seeking authentic nightlife, live music, or a genuine cultural experience, Garage Bar delivers an unforgettable Seoul adventure that goes beyond typical tourism.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/e0/0f/4e/caption.jpg?w=200&h=200&s=1,https://www.tripadvisor.co.kr/Restaurant_Review-g294197-d26689688-Reviews-Seoul_Garage_Bar-Seoul.html,97,5.0,,,,,,,,,,,,,,,,tripadvisor
6497852,제스트,+82 2-6137-7100,서울 영등포구 국제금융로 10 콘래드 서울 2층,07326,37.527786,126.92302,"인터내셔널, 한국",일 06:30~10:30 / 일 18:00~21:30 / 월 06:30~10:30 / 화 06:30~10:30 / 수 06:30~10:30 / 수 11:30~14:30 / 수 18:00~21:30 / 목 06:30~10:30 / 목 11:30~14:30 / 목 18:00~21:30 / 금 06:30~10:30 / 금 11:30~14:30 / 금 18:00~21:30 / 토 06:30~10:30,"제스트는 아침, 점심, 저녁 식사가 가능하며 그 이름에 걸맞게 황홀한 즐거움을 만끽할 수 있는 뷔페 레스토랑입니다. 제스트는 세계 여러 나라의 음식을 다양하게 즐길 수 있는 서울의 가장 인기 있는 레스토랑으로 현대적 세련미와 풍부한 맛이 절묘하게 어우러진 동서양의 요리를 모두 맛 볼 수 있습니다. 개방형 주방에서 만든 초밥과 사시미, 중동/서구 특선 요리, 아시아 요리 및 한국의 인기 메뉴는 물론, 미각을 사로잡는 디저트로 이루어진 뷔페가 따로 마련되어 있습니다. 신선하고 맛있는 요리와 황홀한 즐거움을 동시에 경험해 보세요!",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/e0/0f/4e/caption.jpg?w=200&h=200&s=1,https://www.tripadvisor.co.kr/Restaurant_Review-g294197-d6497852-Reviews-Zest-Seoul.html,550,4.5,,호텔 감성 가득한 고품격 뷔페 경험,,993469692,https://place.map.kakao.com/993469692,,,,true,,,,,true,true,tripadvisor
3568808,오다리집 간장게장,+82 2-778-6769,서울 중구 명동8나길 28 2층,04536,37.561398,126.98342,"해산물, 아시아 요리, 한국",일 09:00~23:45 / 월 09:00~23:45 / 화 09:30~23:45 / 수 09:00~23:45 / 목 09:00~23:30 / 금 09:00~23:45 / 토 09:00~23:45,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/b9/1a/b6/37fa8f9d-5dbb-42bb.jpg?w=200&h=200&s=1,https://www.tripadvisor.co.kr/Restaurant_Review-g294197-d3568808-Reviews-Odarijip_Myeongdong-Seoul.html,211,4.4,,,,419569579,https://place.map.kakao.com/419569579,,,,,,,,,,,tripadvisor
25353516,보광정 이태원점,+82 10-3648-3118,서울 용산구 보광로 118 1층,04406,37.533276,126.994514,"바베큐, 아시아 요리, 한국",월 16:00~24:00 / 화 16:00~24:00 / 수 16:00~24:00 / 목 16:00~24:00 / 금 16:00~24:00 / 토 12:00~24:00 / 일 12:00~24:00,"보광정 대표 박세현, 이동훈 입니다. 우리는 '이태원'에 새로운 꿈과 포부를 안고 함께 모여 삽결살 고기집을 오픈하게 되었습니다. '보광정'은 우리가 소중히 여기는 고기와 요리에 대한 열정을 나누고, 고객 여러분께 특별한 경험과 만족을 전해드릴 곳입니다.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/e0/0e/ff/caption.jpg?w=200&h=200&s=1,https://www.tripadvisor.co.kr/Restaurant_Review-g294197-d25353516-Reviews-Bogwangjung_Itaewon-Seoul.html,196,5.0,삼겹살,직원 손길 닿은 두툼한 국내산 삼겹살,,1311957333,https://place.map.kakao.com/1311957333,1000,11000,14,,,,,,,,kakao
