id,restaurant_id,menu_order,menu_name,price_text,price_value,is_main
135,2327459,7,Kana Muu Tod,"26,400원",26400,true
136,2327459,8,Pad Pong Garee,"29,700원",29700,true
137,2327459,9,Grilled Fish with Lime,"38,500원",38500,true
138,2327459,10,Fried Fish,"38,500원",38500,true
139,9105334,1,Maple Bulgogi Set,"15,900원",15900,true
140,9105334,2,Beef Bulgogi Jeongol (beef bulgogi hot pot),"13,900원",13900,true
141,9105334,3,Beef Bulgogi Set,"13,900원",13900,true
142,9105334,4,Osam Bulgogi (spicy stir-fried squid and pork),"14,900원",14900,true
143,9105334,5,Wang Galbitang (beef short rib soup),"14,900원",14900,true
144,6497852,1,Buffet,변동가격,,true
145,25353516,1,Bokwangjeong Set (4-person Set),"93,000원",93000,true
146,25353516,2,Sunchang Bibim Kalguksu (spicy mixed knife-cut noodles),"8,000원",8000,true
147,25353516,3,Itaewon Set (2-person set),"55,000원",55000,true
148,25353516,4,Good Samgyeopsal (160g),"19,000원",19000,true
149,25353516,5,Premium Pork Neck (160g),"18,000원",18000,true
150,25353516,6,Charcoal Grilled Iron Plate Fried Rice (2-3 servings),"11,000원",11000,true
151,25353516,7,Gatkimchi Muri Guksu (noodles with mustard leaf kimchi),"8,000원",8000,true
152,25353516,8,Bokwangjeong Stew,"8,000원",8000,true
153,25353516,9,Perilla oil steamed eggs,"8,000원",8000,true
154,25353516,10,Bokwangjeong Highball,"8,000원",8000,true
155,25353516,11,Drinks,"2,000원",2000,false
156,25353516,12,Large bowl rice,"1,000원",1000,true
157,25353516,13,Beef brisket (130g),"38,000원",38000,true
158,25353516,14,Aged Pork Neck Ribs (250g),"26,000원",26000,true
159,33106296,1,Spinach Cream Cheese Quesadilla,"23,000원",23000,true
160,33106296,2,Nanjawan's Eggplant Tempura,"27,000원",27000,true
161,33106296,3,Alpastol Chicken Taco,"13,000원",13000,true
162,33106296,4,Garlic Steamed Scallops,"19,000원",19000,true
163,33106296,5,Oimuchim (spicy cucumber salad),"8,000원",8000,true
164,33106296,6,Weekday Lunch 1-Person Set,"29,000원",29000,true
165,33106296,7,Weekend Lunch 2-Person Set,"69,000원",69000,true
166,33106296,8,All Day 2-Person Set,"75,000원",75000,true
167,33106296,9,Signature Family Set for 4,"165,000원",165000,true
168,7788204,1,Large bibimbap,"9,000원",9000,true
169,7788204,2,Dolsot Bibimbap,"10,000원",10000,true
170,7788204,3,Hot Pot Bulgogi,"20,000원",20000,true
171,7788204,4,Hangover Ramen,"8,000원",8000,true
172,7788204,5,Doenjang Jjigae (soybean paste stew),"9,000원",9000,true
173,1978666,1,Double Set (for 1 person),"20,500원",20500,true
174,1978666,2,Burrito Set (1 person),"24,500원",24500,true
175,1978666,3,Quesadilla Set (for 1),"22,500원",22500,true
176,1978666,4,Burger Set (1 serving),"25,500원",25500,true
177,1978666,5,Vegetarian Set (1 person),"22,500원",22500,true
178,1978666,6,Nacho Set (1 serving),"24,500원",24500,true
179,17423735,1,Seasonal Fruit and Cheese Platter,"28,000원",28000,true
180,17423735,2,Dongpayuk with Fresh Kimchi,"25,000원",25000,true
181,17423735,3,Various Health Foods,"25,000원",25000,true
182,17423735,4,Truffle French Fries and Chips,"15,000원",15000,true
183,7132369,1,Cheese Fondue Vegetable Dakgalbi (1 serving),"16,000원",16000,true
184,7132369,2,Vegetable Dakgalbi (1 serving),"14,000원",14000,true
185,4171321,1,Brooklyn Works,"12,500원",12500,true
186,4171321,2,Cheese Skirt Steak,"12,800원",12800,true
187,4171321,3,Fantastic 4,"15,600원",15600,true
188,4171321,4,French Fries,"8,800원",8800,true
189,4171321,5,Chili Cheese Fries,"14,700원",14700,true
190,4171321,6,Cheese Fries,"10,500원",10500,true
191,4171321,7,Coleslaw and Corn Salad,"7,800원",7800,true
192,4171321,8,Vanilla Classic,"7,800원",7800,true
193,4171321,9,Coleslaw,"7,500원",7500,true
194,4171321,10,The Cheeseburger,"9,800원",9800,true
195,4171321,11,Cream,"12,200원",12200,true
196,4171321,12,Georgie Crumb,"12,200원",12200,true
197,4171321,13,New Mexico,"12,000원",12000,true
198,4171321,14,Real McCoy,"12,000원",12000,true
199,4171321,15,Napkin please,"13,200원",13200,true
200,4171321,16,Burrata pizza,"13,700원",13700,true
201,4171321,17,Lamb Burger,"14,300원",14300,true
202,4171321,18,Philly cheesesteak,"14,200원",14200,true
203,4171321,19,Canned drinks,"3,500원",3500,false
204,8988285,1,Herbal Flower Crab Soy Sauce Marinated Crab Set,"37,000원",37000,true
205,8988285,2,Grilled Eel Set Meal,"37,000원",37000,true
206,8988285,3,Herbal Barley Grilled Mackerel Set,"25,000원",25000,true
207,8988285,4,Herbal Bulgogi Set,"25,000원",25000,true
208,8988285,5,Cockle Salad + Perilla Oil Buckwheat Noodles,"23,000원",23000,true
209,8988285,6,Hangaram Lotus Leaf Rice Set,"22,000원",22000,true
210,8988285,7,Hangaram 2024 No.1,"50,000원",50000,true
211,8988285,8,Hangaram 2024 No.2-1,"35,000원",35000,true
212,8988285,9,Hangaram 2024 No.3,"25,000원",25000,true
213,8988285,10,Abalone and Brisket Set Meal,"34,000원",34000,true
214,8988285,11,Jeju Grilled Eel Set,"25,000원",25000,true
215,8988285,12,LA Grilled Short Ribs Set,"35,000원",35000,true
216,8988285,13,Grilled Sea Bream Belly Set,"22,000원",22000,true
217,10257443,1,Grilled Beef Rib with Ginseng,"110,000원",110000,true
218,10257443,2,Braised Beef Ribs,"110,000원",110000,true
219,10257443,3,Neobiani Gui,"100,000원",100000,true
220,10257443,4,Steamed Abalone,"110,000원",110000,true
221,10257443,5,Eun-daegu Doenjang Gui (grilled silver cod with soybean paste),"100,000원",100000,true
222,10257443,6,Cold Shrimp with Pine Nut Sauce,"60,000원",60000,true
223,10257443,7,Haemul Sinseonro (seafood hot pot),"120,000원",120000,true
224,10257443,8,Royal Sinseollo,"110,000원",110000,true
225,10257443,9,Vegan Course (1 serving),"160,000원",160000,true
226,10257443,10,Dietary Restriction Course (1 serving),"170,000원",170000,true
227,10257443,11,Korean-style pancake platter (gujeolpan),"70,000원",70000,true
228,10257443,12,Special skewers,"50,000원",50000,true
229,10257443,13,Special dumplings,"40,000원",40000,true
230,10257443,14,Jeon Yuhwa,"40,000원",40000,true
231,10257443,15,Japchae (stir-fried glass noodles),"40,000원",40000,true
232,10257443,16,Seasonal porridge and dipping sauce,"40,000원",40000,true
233,10257443,17,Red Persimmon Bamboo Shoot Salad,"40,000원",40000,true
234,24637953,1,Americano,"15,000원",15000,true
235,24637953,2,Café Latte,"16,000원",16000,true
236,24637953,3,Espresso,"15,000원",15000,true
237,24637953,4,Espresso Tiramisu,"16,000원",16000,true
238,24637953,5,Epicure Einspänner,"19,000원",19000,true
239,24637953,6,Epicure Cream Latte,"19,000원",19000,true
240,24637953,7,Chocolate Latte,"16,000원",16000,true
241,24637953,8,Gelato Affogato,"19,000원",19000,true
242,24637953,9,Imperial milk tea,"19,000원",19000,true
243,24637953,10,Earl Grey,"16,000원",16000,true
244,24637953,11,Ceylon Tea,"16,000원",16000,true
245,24637953,12,French onion soup,"22,000원",22000,true
246,24637953,13,Mini Romaine Chicken Salad with Sous Vide Chicken,"28,000원",28000,true
247,24637953,14,Melon and burrata cheese salad,"32,000원",32000,true
248,24637953,15,Cheesecake with Berry Compote,"23,000원",23000,true
249,24637953,16,Seasonal fruit platter,"25,000원",25000,true
250,24637953,17,Spaghetti with baby octopus and clam sauce,"32,000원",32000,true
251,24637953,18,French Toast,"26,000원",26000,true
252,24637953,19,Abalone risotto with herb crust,"40,000원",40000,true
253,24637953,20,Pan-seared scallops with saffron risotto,"38,000원",38000,true
254,1933588,1,Handon Marinated Grilled Pork (230g),"24,000원",24000,true
255,1933588,2,Hanwoo Rib Meat (140g),"43,000원",43000,true
256,1933588,3,Charcoal Grilled Samgyeopsal (150g),"19,000원",19000,true
257,1933588,4,Hanwoo Sirloin (140g),"45,000원",45000,true
258,1933588,5,Hanwoo Tenderloin (140g),"56,000원",56000,true
259,1933588,6,Hanwoo Beef Tartare (150g),"32,000원",32000,true
260,1933588,7,Marinated Small Ribs (250g),"44,000원",44000,true
261,1933588,8,Snowflake Chuck Eye (140g),"62,000원",62000,true
262,1933588,9,Whole beef (140g) (hanwoo hanmari),"49,000원",49000,true
263,1933588,10,Whole beef (280g) (hanwoo hanmari),"96,000원",96000,true
264,1933588,11,Whole pork (dwaeji hanmari),"43,000원",43000,true
265,1933588,12,Beef flank steak (140g),"52,000원",52000,true
266,1933588,13,Beef tongue (120g),"34,000원",34000,true
267,1933588,14,Marinated LA Galbi (250g),"33,000원",33000,true
268,1933588,15,Hanwoo ribeye (140g),"47,000원",47000,true
269,1933588,16,Marinated beef rib meat (160g) (hanwoo yangnyeom galbisal),"43,000원",43000,true
270,7033774,1,Samosa (2 pcs),"6,000원",6000,true
271,7033774,2,Tandoori Chicken,"12,000원",12000,true
272,7033774,3,Chicken Makhani (Butter Chicken),"14,000원",14000,true
273,7033774,4,Garlic Naan,"3,900원",3900,true
274,7033774,5,Set A (1 serving),"21,000원",21000,true
275,7033774,6,Set B (2 servings),"32,000원",32000,true
276,7033774,7,Set C (3 servings),"44,000원",44000,true
277,7033774,8,Set D (4 servings),"58,000원",58000,true
278,7033774,9,Vegetable pakora,"8,000원",8000,true
279,7033774,10,Prawn Pakora,"9,000원",9000,true
280,7033774,11,Spicy Chicken Chili (★★),"15,500원",15500,true
281,7033774,12,Masala Papad,"6,000원",6000,true
282,7033774,13,Papadum,"2,400원",2400,true
283,7033774,14,Prawn chili (spicy★★),"15,500원",15500,true
284,7033774,15,Green salad,"12,000원",12000,true
285,7033774,16,Paneer cheese salad,"12,500원",12500,true
286,7033774,17,Tandoori chicken salad,"12,500원",12500,true
287,7033774,18,Chickpea salad,"12,000원",12000,true
288,7033774,19,Mushroom Soup,"5,000원",5000,true
289,7033774,20,Tomato soup,"5,000원",5000,true
290,7033774,21,Chicken Mushroom Soup,"5,500원",5500,true
291,7033774,22,Bean soup (dal soup),"5,000원",5000,true
292,7033774,23,Corn Cream Soup,"5,000원",5000,true
293,7033774,24,Half & half chicken tikka,"13,000원",13000,true
294,7033774,25,Chicken Tikka,"12,000원",12000,true
295,7033774,26,Chicken Malai Tikka,"13,000원",13000,true
296,7033774,27,Lamb Seek Kebab,"18,000원",18000,true
297,7033774,28,Tandoori mix grill,"42,000원",42000,true
298,7033774,29,King Prawn Tandoori,"28,000원",28000,true
299,7033774,30,Dal Makhni,"15,000원",15000,true
300,26848644,1,Hanwoo Rib Set,"45,000원",45000,true
301,26848644,2,Hanwoo T-Bone,"35,000원",35000,true
302,26848644,3,Hanwoo Chuck Eye Roll,"51,000원",51000,true
303,26848644,4,Hanwoo Anchangsals (Hanwoo flank steak),"45,000원",45000,true
304,26848644,5,Hanwoo Saeng Galbi (Hanwoo fresh ribs),"45,000원",45000,true
305,26848644,6,Hanwoo Yangnyeom Saenggalbi (marinated beef ribs),"46,000원",46000,true
306,26848644,7,Charcoal Grilled Seasoned Short Ribs,"35,000원",35000,true
307,26848644,8,Hanwoo Beef Tongue,"38,000원",38000,true
308,26848644,9,Beef tartare,"28,000원",28000,true
309,26848644,10,Beef Tendon Cold Salad,"20,000원",20000,true
310,26848644,11,Grilled Korean wild root (deodeok),"15,000원",15000,true
311,8953695,1,Adult for 1,변동가격,,true
312,8953695,2,Child 1 (36 months - 12 years),변동가격,,true
313,14969098,1,Assorted Grilled Dishes (250g),"25,000원",25000,true
314,14969098,2,Limited Sale: Handmade Garlic Gopchang (200g),"28,000원",28000,true
315,14969098,3,Grilled Special Beef Tripe (150g),"27,000원",27000,true
316,14969098,4,Hanwoo Beef Intestines (250g),"26,000원",26000,true
317,14969098,5,Hanwoo Daechang (300g) (300g Hanwoo large intestine),"26,000원",26000,true
318,14969098,6,Grilled Heart (150g),"18,000원",18000,true
319,14969098,7,Grilled Makchang (250g),"25,000원",25000,true
320,14969098,8,Pork Backbone (100g),"19,000원",19000,true
321,10751158,1,Garlic Bossam (small),"32,000원",32000,true
322,10751158,2,Nakji Bokkeum (small),"32,000원",32000,true
323,10751158,3,Chive Jeon (chive pancake),"15,000원",15000,true
324,10751158,4,Garlic Bossam (medium),"46,000원",46000,true
325,10751158,5,Hot Pot Kimchi Stew (with Tofu),"24,000원",24000,true
326,10751158,6,Hangari Bam Makgeolli (1.2L),"10,000원",10000,true
327,10751158,7,Young Radish Bibim Noodles,"8,000원",8000,true
328,10751158,8,Weekday Bossam Set (11 AM - 2 PM),"13,000원",13000,true
329,10751158,9,Table for Two,"51,000원",51000,true
330,10751158,10,Table for Three,"78,000원",78000,true
331,10751158,11,Table for Four,"99,000원",99000,true
332,10751158,12,Generous platter,"134,000원",134000,true
333,10751158,13,Extra mentaiko sauce,"13,000원",13000,false
334,10751158,14,Stir-fried Octopus (medium),"45,000원",45000,true
335,10751158,15,Spicy seasoned whelk,"28,000원",28000,true
336,10751158,16,Hangover Ramen (dessert),"6,000원",6000,true
337,10751158,17,Egg soup,"8,000원",8000,true
338,10751158,18,Seasoned pollock,"22,000원",22000,true
339,10751158,19,Boiled Tofu (1 block),"5,000원",5000,true
340,788278,1,Breakfast,"80,000원",80000,true
341,788278,2,Adult Evening (Weekdays & Weekends),"190,000원",190000,true
342,788278,3,Adult Lunch (Weekend),"190,000원",190000,true
343,788278,4,Adult Lunch (Weekday),"165,000원",165000,true
344,10161356,1,Adult Breakfast,"50,000원",50000,true
345,10161356,2,Children's breakfast,"30,000원",30000,true
346,10161356,3,Adult Weekday Lunch,"80,000원",80000,true
347,10161356,4,Children's weekday lunch,"45,000원",45000,true
348,10161356,5,Adult Weekday Evening,"110,000원",110000,true
349,10161356,6,Children's weekday dinner,"60,000원",60000,true
350,10161356,7,Adult Weekend and Holidays,"110,000원",110000,true
351,10161356,8,Children's weekend and holiday,"60,000원",60000,true
352,1745654,1,Mandi (rice dish),"25,000원",25000,true
353,1745654,2,Petra Special Chicken,"25,000원",25000,true
354,1745654,3,Patouche,"12,000원",12000,true
355,1745654,4,Hummus,"11,000원",11000,true
356,1745654,5,Olive Salad,"11,000원",11000,true
357,1745654,6,Tavoli Salad,"12,000원",12000,true
358,1745654,7,Tahini Salad,"14,000원",14000,true
359,1745654,8,Pita,"2,000원",2000,true
360,1745654,9,Mansaf,"25,000원",25000,true
361,1745654,10,Sis Kebab,"20,000원",20000,true
362,1745654,11,Green salad,"10,000원",10000,true
363,1745654,12,Sultan (chicken),"23,000원",23000,true
364,1745654,13,Biryani (Vegan),"20,000원",20000,true
365,1745654,14,Kabsa (Chicken),"22,000원",22000,true
366,1745654,15,Couscous with chicken (with couscous),"22,000원",22000,true
367,1745654,16,Vegetable Couscous,"20,000원",20000,true
368,1745654,17,Kofta,"23,000원",23000,true
369,1745654,18,Imsa chicken,"25,000원",25000,true
370,1745654,19,Chicken Kebab,"19,000원",19000,true
371,1745654,20,Lamb Kebab,"40,000원",40000,true
372,6732749,1,US Black Angus LA Galbi Gui (300g) (grilled short ribs),"30,000원",30000,true
373,6732749,2,Fried Rice with Soft Boiled Egg & Bacon and Aged Kimchi,"13,000원",13000,true
374,6732749,3,Japchae (stir-fried glass noodles),,,true
375,6732749,4,Dongchimi (radish water kimchi),,,true
376,6732749,5,Jellyfish Salad,,,true
377,6732749,6,Ureong Gang Doenjang (spicy bean paste with snails),,,true
378,6732749,7,Bibimbap (mixed rice),,,true
379,6732749,8,Soft Boiled Egg & Aged Kimchi Bibim Noodles,,,true
380,6732749,9,Seven vegetable side dishes,,,true
381,6732749,10,Mackerel with ssamjang and rice set (godeungeo ssamjang ssambap jeongsik),,,true
382,6732749,11,Stir-fried Shrimp and Broccoli,,,true
383,6732749,12,Domestic pork stir-fry (basic),,,true
384,6732749,13,Domestic pork stir-fry (with lettuce wrap),,,false
385,6732749,14,Australian LA Galbi (300g),,,true
386,6732749,15,Sweet and sour tofu (medium),"14,000원",14000,true
387,6732749,16,Sweet and sour tofu (small),"11,000원",11000,true
388,6732749,17,Grilled Wild Mountain Root & King Oyster Mushroom,"15,000원",15000,true
389,6732749,18,Spicy raw oyster salad from Tongyeong,"13,000원",13000,true
390,6732749,19,Oyster and water celery hangover soup from Tongyeong,"13,000원",13000,true
391,6732749,20,Domestic pork back ribs with seasonal napa cabbage,"25,000원",25000,true
392,14969059,1,Food X File Good Samgyeopsal,"19,000원",19000,true
393,14969059,2,Antibiotic-Free Moksal,"19,000원",19000,true
394,14969059,3,Tasting Yukhoe (raw beef dish),"18,000원",18000,true
395,14969059,4,Duroc Ogeopsal [160g] (Duroc pork belly),"23,000원",23000,true
396,14969059,5,Antibiotic-Free Hangjeongsal,"23,000원",23000,true
397,14969059,6,Aged Special Jjonduk (chewy meat),"17,000원",17000,true
398,14969059,7,1++ Hanwoo Buchesal (premium beef flank steak),"26,000원",26000,true
399,14969059,8,1++ Grade Beef Rib Meat,"26,000원",26000,true
400,14969059,9,1++ Hanwoo ribeye,"36,000원",36000,true
401,14969059,10,Monthly assorted platter (wolhwa modum),"51,000원",51000,true
402,14969059,11,Beef tartare,"23,000원",23000,true
403,14969059,12,Pork jowl (gabrisal),"19,000원",19000,true
404,14969059,13,Aged assorted platter (wolhwa sukseong modum),"55,000원",55000,true
405,14969059,14,Pork Skin (200g) (kkeopdaegi [200g]),"12,000원",12000,true
406,14969059,15,Duroc pork neck (160g),"23,000원",23000,true
407,14969059,16,Premium Duroc Assortment (740g),"96,000원",96000,true
408,7105808,1,Lamb Ribs (250g),"29,000원",29000,true
409,7105808,2,Lamb Broth,"8,000원",8000,true
410,7105808,3,Lamb Rib Meat,"27,000원",27000,true
411,7105808,4,Lamb Skewers (10 pcs),"18,000원",18000,true
412,7105808,5,Lamb Sweet and Sour (300g),"28,000원",28000,true
413,27161879,1,Udaegalbi Risotto,"39,000원",39000,true
414,27161879,2,Chadol Gosa-ri Pasta (beef brisket fern pasta),"23,500원",23500,false
415,27161879,3,Spicy Oil Myeongran Cream Pasta,"22,500원",22500,true
416,27161879,4,Mozzarella Salad with Basil Dressing,"18,000원",18000,true
417,27161879,5,Perilla Oil Mayo Napa Cabbage Salad,"18,000원",18000,true
418,27161879,6,Spicy Beef Intestine Pasta,"24,500원",24500,true
