restaurant_id,rating,country,content
27934627,5,,"인테리어가 너~무 예쁘게 꾸며져팄고 디저트는 마찬가지!! 맛도 딱맞게 달달하고 맛있어요^^
레몬블루베리 번트케이크랑 복숭아아이스티를 시켰는데 둘다 좋았어요💗"
27934627,5,,친구와 귀여운 카페 니코레테 행복합니다.지브리 사랑하고 있는 것이고 절대 또 옵니다!키키 지지 최고~!정말 좋아한다
27934627,5,,사랑하는 마녀의 택배! 친구와 와서 기뻐요! 모두가 일본을 느끼고있는 것도 기쁩니다! 다시 가고 싶다!
27934627,5,,샵에서 굿즈도 구입할 수 있어서 좋아요^^
27934627,5,,직원들도 사랑스러웠고 장식도 아름다웠습니다. 케이크도 맛이 아주 좋았고 커피도 맛있었습니다. 당신이 여기에 오는 것을 추천합니다.
27934627,5,,맛있었습니다. 카페가 예쁘고 좋습니다. 커피는 쓰지만 케이크는 달콤합니다. 나는 카페를 좋아합니다. 코리코 카페를 다시 방문할 것입니다
27934627,5,,너무 귀엽고 좋아서요! 장소는 예쁘고 주문도 쉬워요! 진짜 추천한 카페입니다~ 라테는 관찮고 디저트 좋았어 너무 행복!
27934627,5,,너무너무 편안하고 귀여워요. 행복하고 즐거운 시간이었습니다. 디저트도 너무 맛있고 가격이 합리적이에요. 연남동 살면 맨날 올 듯
17202019,4,,개인적으로는 어니언 분위기를 좋아하는데 여기도
17202019,5,,한국에서 꼭 가봐야 할 카페 중 하나 인 인스 타 그램 카페-서울
17202019,5,,"대형 한옥카페입니다.
전형적인 ㄷ 모양의 한옥구조로 되어있고 오른쪽에서 음료주문과 빵선택이, 중앙쪽에 손님들이 자리잡아 커피와 빵을 즐깁니다.
한옥컨셉이라 그런가 인절미 컨셉의 빵들이 많네요. 
종류가 꽤 많아 고르는 재미가 있습니다. 
스콘이 특히 맛있어요."
17202019,4,,"카페의 사랑스러운 컨셉과 넓은 분위기. 거기에서 신선한 빵집에서 일부 테이크 아웃을 샀습니다. 가격은 꽤 괜찮고 품질과 맛이 좋습니다. 그러나 직원은 테이크 아웃 포장에 대해 더 신중할 수 있습니다. 우리는 신선한 밤 공주 빵을 먹었고, 통풍이없는 가방에 담겨있었습니다. 우리가 그것을 숙소로 가져 왔을 때 그것은 모두 축축했다."
17202019,5,,안국역 근처에 위치한 보시드문 큰 규모의 한옥카페
17202019,4,,"외국인 여자친구가 이곳의 초콜릿스콘을 먹고 싶다고해서 방문했습니다.
스콘이 너무 딱딱해 제공해주는 나이프로 커팅하기 힘들었고 스콘보다는 쿠키에 가까웠던 것 같습니다.
그리고 추운 날씨에 내부 자리가 만석이라 밖에 자리를 잡아 앉았는데 너무 추웠어요ㅠㅠ
다만 자리가 너무 더러워 카운터에가서 말씀드리니 직원분이 바로 오셔서 자리 정리를 해주셨습니다."
17202019,5,,"평소에는 사람들이 너무 많아서, 예쁜 건물을 배경으로 사진을 좀 찍고 나면 빨리 나오고 싶어진다. 다양한 종류의 커피와 빵이 있는데... 아주 뛰어난 맛은 아니다. 

비오는 날 사람 적을 때 방문하면... 도심에서 느끼는 여유를 제대로 느끼기에 좋은, 운치있는 곳이다. 가볼만 한 Hot Place"
17202019,5,,"카페는 한옥에 있으며 다른 카페와는 다른 분위기를 자아냅니다. 우리는 월요일 아침 비가 왔으므로 손님이 많지 않아서 훨씬 더 즐거운 경험이었습니다.

카페는 아주 일찍 (오전 7 시부 터) 문을 엽니 다. 그래서 아침 일찍 일찍 오는 것이 좋은 선택입니다.

매장 디자인의 매력 외에도 음식도 좋았습니다. 우리는 생과자를 즐겼습니다."
17202019,3,,대기열에 놓고 테이블을 기다릴 준비를하십시오! ! 대기열에서 커피를 주문하는 데는 25 분 정도 기다려야했습니다. 커피는 좋았지 만. 메뉴는 제빵 용품이며 글루텐이나 유제품을 섭취하거나 완전 채식을 할 수없는 사람들을위한 옵션이 아닙니다! 합계가 가치가 있고 여전히 커피와 과자를 먹고 싶다면 체크 아웃 할만한 가치가 있습니다!
17202019,5,,방문 할만한 가치가 있지만 대기열에 놓을 준비를하십시오.
17202019,5,,"한옥을 개조해서 만든 예쁜 카페인데요
디자인 빵 커피 어느것 하나 빠지지 않습니다
분위기도 너무 좋고 따뜻한 온돌바닥이며 마루며 다 너무 좋아요
인기가 많아서 자리 잡는게 헬이라는 단점이 있습니다"
8874136,4,,"양질의 빵과 케이크, 그러나 비싼쪽에 더 ..."
8874136,4,,"PB는 프랜차이즈이므로 인기있는 지점에서 찾을 수 있습니다. 다른 곳의 유사한 품목과 비교할 때 가격이 비싸지 만 품질과 맛이 좋습니다. 선택은 좋으므로 취향에 맞는 것을 선택하십시오.

그들은 (커피와 차 선택과 함께) 식사와 테이크 아웃을 제공합니다. 친절한 직원; 그들은 영어를 할 줄 모르지만 도움을 주려고 노력합니다. 그것은 우리와 같은 관광객을 위안합니다.

계속 해봐."
8874136,5,,"그들이 아침 식사를 제공 할 것으로 기대하지는 않았지만, 화려한 빵을 사기 위해 들르고 있었지만 샌드위치와 커피를 주문할 수는 없었습니다. . 놀랍게도 좋습니다."
8874136,4,,"당신이 보는 것을 얻을 때 여기에 실망하지 마십시오. 매일 신선하고 바삭하고 맛있습니다.
한국인이 아닌 혼자 여행하는 경우 편리합니까?"
8874136,5,,한국에서는 파리 바게뜨 (Paris Baguette)가 엄청나게 다양한 아침 식사를 제공하기 때문에 호텔에서 아침 식사를하지 않기로했습니다. 레스토랑에는 작은 좌석 공간이 있으며 샌드위치는 항상 신선합니다. 우리는 정말로 맛이 좋은 비빔밥 바게뜨을 시험해 보았다. 커피도 아주 좋습니다. 내가 가장 유용하다고 생각하는 것은 각 항목에 음식 설명과 칼로리 카운트를 보여주는 적절한 라벨이 있다는 것입니다! 냉간 압착 주스도 우수합니다.
8874136,4,,파리 바게뜨 (Paris Baguette)은 붉은 콩 빵과 같은 음식으로 잊지 못할 빵집 중 하나입니다. 그들의 제품은 신선하고 맛있습니다. 나는 우리 나라에 파리 바게뜨 (Paris Baguette) 장소가 있었으면 좋겠다.
8874136,4,,달콤한 것들을 위해 좋다 - 맛이별로 좋지 않다.
8874136,4,,아마 당신의 쇼핑 후에 피곤할 때 가장 좋은 장소 중 하나 일 것입니다. 빵도 신선하고 훌륭한 커피였습니다. 그들의 타트 (과일이나 계란) 맛있는 것을 잊지 마십시오. 약간 비싸지 만 모든 페니 가치가있을 수 있습니다. 점심 시간에는 혼잡합니다. 오후 3시 이후에있는 것을 선호합니다.
8874136,3,,"아내는 단 한 번의 식사로 한국 음식에서 휴식을 원했기 때문에 호텔 근처에서 여기에서 멈춰 섰습니다. 선택의 여지가 braygling aray, 달고 맛이 좋은.
우리는 각각 치즈와 약간 spicey 양념 (3000의 각각)으로 포함되는 프랑스 장방형으로 깎은 보석에서 효과적으로 핫도그를 먹었다. 좋지만 집에 관해 쓸 일은 없습니다. 더하여 우리는 3000로 빵을 두껍게 감쌌다. 그리고 멋지다.

들어갈 때, 문 옆에서 용지함을 집어 들고 용지 위에 놓고 집게를 들고 쟁반에 물건을 놓습니다. 지불 대기열과 항목이 다시 열립니다.

우리는 서둘 렀고 우리는 컵을 꺼내기 위해 중국에 앉은 채 뜨거운 음료를 마셔야했습니다. . . . . . . . 모두 아무런 문제도 없었다. 도움이됩니다."
8874136,4,,"한국 주변에있는이 좋은 체인의 일반적인 스타일에 따라 샌드위치, 제과점 및 제과류와 관련하여 필요한 것을 정확히 찾을 수 있습니다. 대부분 서부 표준에 있습니다. 비싸지 만 가치가있다. 다시 : 절대적으로 권장 됨"
8874136,4,,"이 곳은 아침 일찍 열립니다. 우리는 오후 8시에 도착했는데 이미. 저는 카운터의 아침 식사 메뉴를 주문했다. 비용 절감 9, 000 커피가 포함됩니다. 남편은 디스플레이 샌드위치를 들고 차 주문했습니다. 비용 절감 10, 000. 비용을 w18 호텔에서 아침, 000 각. 음식이 맛있어서 일주일 머무르는 내내 매일."
8874136,3,,빵 및 패스트리를 여기 훌륭했습니다. 우리는 모두 제공되는 따뜻한 일부 항목을 주문했습니다. 하지만 전자레인지가 10초간 온수. 그래서 차가운 달걀 머핀 입맛을 돋구는! 빵류는 정말 맛있었고 Nex 5나는 스틱 것이다. 가격은 조금 높은 편.
8874136,4,,급하게 어디 가느라 빠리바게트에 들려 에그 샌드위치를 샀다~ 역시 크기도 적당하고 고소하고 맛있다~ 살짝 비싸긴 하지만...
8874136,5,,맛있는 커피와 빵 제품. 딸기 스무디도 이 시간. 음식물 케이크. 적어도 명동 지하철 역 근처 카페에서 좋은 서비스
8874136,5,,"아침 식사는 대부분의 호텔에 왔습니다. 저희는 아주 좋은 크로와상 및 기타 구워진 상품. 가격 대비, 샐러드도 좋았습니다. 우리는 뭔가를 얻을 때는 가벼운 것을 찾기 위해 파리 바게트. 위치는 서울 의 음식들은 거의 모든 위치에서 동일한. 가끔 시설도 좋고 딱 기대할 수 있는."
27697272,5,,"서울에서 물멍하기 좋은 대형폭포뷰카페에요!
홍제천 인공폭포를 바라보며 시간을 보낼 수 있는 곳이에요. 카페, 도서관, 공연 등 다양한 문화를 함께 즐길 수 있어요😊"
27697272,5,,홍제천 인공폭포의 야경 감상하며 커피와 음료
27697272,5,,"홍제천 인공폭포 바로 옆에 위치한 카페로, 창밖 풍경이 정말 특별합니다. 커다란 유리창 너머로 폭포가 시원하게 흘러내리는 모습을 보면서 커피를 즐길 수 있는데, 서울 한복판에서 이렇게 이색적인 경험을 할 수 있다는 게 놀라웠습니다.
카페 내부는 깔끔하고 넓어서 여유롭게 머물기 좋고, 야외 자리도 마련되어 있어 계절마다 다른 풍경을 느낄 수 있습니다. 여름에는 시원한 물줄기를, 겨울에는 얼어붙은 폭포를 보면서 시간을 보내는 매력이 있어요. 음료 맛도 무난한 편이라, 풍경과 함께 휴식하기엔 충분히 만족스러웠습니다.
서울에서 조금 특별한 카페 경험을 원하신다면, 이곳을 추천드립니다. 폭포를 바라보며 즐기는 커피는 여행의 기억을 더 특별하게 만들어줄 거예요. ☕🌊✨"
28654166,5,,"맛있는 경복궁 블렌드 커피와 케이크, 인왕산과 분주히 걸어가는 사람들이 보이는 통창, 크리스마스와 연말느낌이 너무 좋았어요~"
28654166,5,,"포시즌호텔에 외국인 손님이 묶고 있어서 서울투어할곳을 찾다가 모시고 왔는데, 너무 멋있고 즐거운 경험이었다면서 아주 만족하시네요 검색했더니 서촌에 가장 핫플이라서 왔는데 너무 좋아하시느 저도 기분이 좋네요"
28654166,5,,"딸기빙수가 있어서 시켰는데
생각보다 딸기가 엄청 많아서 상큼하고 너무 맛있었어요!
딸기 한입에 우유빙수 한입하니까 친구랑 순식간에 먹어치웠어요
상큼해서 완전 만족! 다음에 와서 또 먹을거같아요!"
28654166,5,,"빵이 정말 맛있어요~좋아하는 빵들로 잘 먹었습니다~~~~
덕수궁꺼피까지 좋아하는 커피라따뜻하게 
커피최고예요~!"
28654166,5,,경복궁 방문하면서 근처 카페 검색해서 가장 평점높고 리뷰수 많은 순으로 검색해서 왔어요 경복궁 바로 옆이라서 구경하고 들러서 쉬기 좋아요 아침8시부터 오픈이라 경복궁 오픈전에 기다리면서 샌드위치에 커피한잔 하기도 좋고 외국인들이 많이 와서 그런지 직원들이 외국어를 다 잘하셔서 외국어 응대 주문도 편리하고 좋았어요
28654166,5,,빌리 아일리쉬도 다녀갔을 정도로 비건베이커리가 유명하다고해서 방문했어요 논비건 뿐만 아니라 비건 베이커리 종류도 다양하고 비건 음료도 다양하게 준비되어 있어서 너무 좋았어요 비건베이커리 맛보러 간거였는데 스페셜티 커피 전문점이라서 그런지 커피맛이 너무 좋았어요 알고보니 블루리본을 9년 연속 받았다고 하네요.. 인테리어가 멋진건 덤!
28654166,5,,서촌 올일이 있어서 왔다가 유리창에 비치는 빵을 보고 홀린듯이 들어갔어요~! 카페 중앙에 큰 산이 있어서 신기해요! 뭔가 이끼가 많아서 숨쉬기 좋은느낌? 친구는 커피먹고 전 청귤에이드 먹었는데 적당히 단맛에 맛있었어요! 크로와상도 맛있네요
28654166,5,,커피와 빵이 진짜 환상궁합이고 멋진 공간!
7939918,5,,명동 설빙 1호점! 우리 둘 다 빙수 먹고 넋 나갔어. 진짜 맛있는데 너무 커서 배 터지는 줄. 팥이랑 떡이랑 아이스크림 조합 미쳤다! 정신없이 먹다 보니 끝났네? 다음에 또 와야지!
7939918,5,,"달달구리 인절미빙수가 순식간에 사라짐 
넖은장소에 좌석도 많아 많은 인원이 함께하기도 좋습니다.
맛은 당연 하구요~~~ 최고"
7939918,5,,"반드시 시도해야합니다! 딸기 치즈 케이크 빙수를 주문했는데, 푹신한 빙수는 우유로 만들었 기 때문에 아주 달콤합니다. 치즈와 시럽은 맛을 크게 보완합니다."
7939918,4,,"겨울에도 팥빙수를 먹을 수 있는 명동 설빙
계단을 올라가면
내부가 굉장히 넓어요
오랜만에 빙수 먹으니 추억의 맛, 맛있었어요"
7939918,5,,"서울에 있다면 빙수에서 빙수를 가질 수있는 기회를 놓치지 마십시오. 여기에는 우리가 가장 좋아하는 디저트 (과일, 치즈 케이크, 아이스크림 및 빙수)가 포함되었지만 이전에는 경험하지 못했던 방식으로 결합되었습니다. 디저트 천국!"
7939918,4,,"우연히이 보석 장소를 발견했습니다. 2 층에 있으며 좌석 공간이 넓고 매우 넓습니다. 우리는 약간의 차 브레이크를 통과했고, 저녁 식사 전에 빈 좌석이 많았습니다. 우리 중 3 명뿐이므로 디저트 2 개 (인절미 쉐이브 아이스 & 인절미 토스트)를 주문했습니다. 우리는 직원과 확인 했으며이 2 가지 품목은 원래 맛과 가장 인기있는 품목입니다.
인절미 토스트는 매우 싱싱하고 토스트 사이에 떡잎이 있습니다. 이것은 맛 새싹에 관심이있는 바삭하지만 질긴 질감을 제공합니다. 단맛을 높이기 위해 연유를 추가 할 수 있습니다. 나는 단맛을 덜 선호하기 때문에 그대로 소비하면 충분합니다.
인절미 빙수는 녹두가 듬뿍 들어간 상쾌하고 풍미가 뛰어납니다. 전반적으로 덜 달콤하고 훌륭한 디저트입니다.
모든 연령대에이 장소를 적극 권장합니다."
7939918,5,,Bingsoo에 대한 Sulbing 여행이 없으면 한국 여행이 완료되지 않습니다. 계절별 스페셜과 함께 다양한 선택. 여기서 아무것도 선택하지 않아도됩니다.
7939918,3,,"웨이팅끝에 먹은 빙수...
추워서 에어컨좀 약하게 해달라고 부탁했는데 5분후에 또 틀고 빙수먹고 입파래져서 결국엔 수다도못떨고 나와버림"
7939918,4,,매장이 하도 많아져서 명동까지 굳이 나가서 먹지 않아도 되지만 1호점이라는 특색이 있어서 가끔 방문하게 되는 곳으로 맛은 여느 지점과 다르지 않음
7939918,5,,그들의 bingsoo는 매우 훌륭합니다. 나는 정말로 성냥 1과 치즈 1을 좋아한다. 토스트도 맛있습니다! 나는 항상 감미로운 것을 갈망하며 여기에 온다.
7939918,5,,"면도 한 얼음은 한국에서 디저트를 먹어야하는 것들 중 하나이며 Sulbing은 아마도 가장 인기있는 곳입니다. 들어올 때 카운터에 가서 사진과 설명을보고 결정을 내리고 주문하고 지불하십시오. 주문이 준비되면 알림을 받게됩니다.

우리는 친구와 함께 두 번째로 돌아와서 다른 맛을 시도해 너무 좋아했습니다. 부분은 관대하며 한 주문은 다른 사람과 공유하기에 충분합니다. 큰 통에서 분배되는 응축 우유를 얻으십시오."
7939918,5,,오전 11시에 아침 일찍 도착했고 레스토랑은 비어있었습니다. 설 빙은 다양한 디저트를 보유하고 있으며 가장 맛있는 것은 원래와 원래의 + 팥입니다. 둘 다 너무 달지 않습니다.
7939918,5,,"명동으로의 여행은 장시간의 쇼핑으로 유명한 빙스코 카페를 방문하지 않고는 완료되지 않았습니다. 그들의 면도 한 얼음은 정말 멋져서 눈송이처럼 보이고 단순히 입안에서 녹습니다. 그들의 재료와 과일은 매우 신선합니다. 시도해야합니다.

등급 :
Apple Mango Cheese 눈송이 : 5 / 5
딸기 녹차 아이스크림 눈송이 : 4. 75 / 5
Mozarella Injeolmi 토스트 : 4. 5/5
미니 만두 (커스터드 크림 / 된장) : 4 / 5"
7939918,4,,"흔히 먹은 팥빙수 외 다양한 빙수를 즐길 수 있습니다.
여름에 가면 더 좋겠지만 가을이나 겨울에 가도 무난한 것 같네요.
기다리는 시간도 별로 안 걸리고 직원들이 친절해 좋습니다."
7939918,5,,"더운 날씨 속에, 차갑고 먹기 좋은 제안. 단지 차가운 경우, 맛있고 훌륭한 맛있어요. 저는 설빙에 갔다 있는 재료의 조화를 잘 최고의 음식 프레젠테이션 보여 줍니다 추천합니다. 과일은 신선하고 싶은 겨울축제가 질감이 부드러운. 그것은 항목을 먹어보세요."
7161373,3,,카페는 아늑하고 꽤 조용합니다. 나는 맛있고 싱싱하지만 부드러운 와플을 기대하지만 내가 주문한 와플은 너무 부드럽고 칙칙한 것일 수 있습니다. 그것을 즐기지 않았고 다시 방문하지 않을 것입니다.
7161373,4,,"명동 어디 카페를가나 사람이 붐벼서 앉아있지를 못하는데, 여긴 그나마 골목쪽에 있어서 사람들이 다른데에비해서 적은편이에요. 아이스크림와플이랑 아이스아메리카노 세트 추천이여"
7161373,4,,워낙 커피 전문점이 다양한 가운데 상대적으로 와플을 전문으로 하는 카페여서인지 와플 맛이 일품이예요. 종류도 다양하고 양도 많아요. 커피랑 같이 먹으면 너무 맛있어서 디저트 먹으러 가기엔 딱입니다.
7161373,4,,요즘 이런 토핑 많이 올라간 와플들을 많이 안파는 것 같습니다. 추억의 맛을 느낄 수 있는 곳입니다. 그리고 공간도 넓어서 친구들과 수다 떨기도 좋아요.
7161373,5,,"나는 세계의 많은 카페를 방문했다. 그러나이 커피 숍은 정말로 충격적이다, 그것은 밖에서 내부까지 매우 놀라워 보인다. 우리 커피 잔은 얼음이 거의 없어 맛이 났고 웨이터와 바리 스타는 매우 친절했습니다. 특히 바리 스타의 기술은 훌륭했습니다. 이것은 차가워지기에 좋은 곳입니다. 그것을 사랑!"
7161373,1,,기다리는 시간은 4 분 이었지만 두 번 상기 시켜도 30 분이 지났지 만 나쁜 서비스보다 더 많이 말하지는 않았습니다. .
7161373,4,,예전에 비해 체인점이 많이 줄어서 찾아보기 힘들지만 와플만큼은 나쁘지 않은 카페예요. 종류도 다양하고 맛도 있구요. 커피도 괜찮은 편이예요. 명동의 다른 카페가 워낙 사람이 많기 때문에 상대적으로 덜 붐빈다는 장점도 있네요.
7161373,5,,나는 망고 와플을 꿈꿔! 그런 창조물이 있다는 것을 결코 알지 못했습니다. 서울에서 아무것도하지 않으면이 곳을 방문해야합니다. 내가 운이 좋으면 다른 곳으로 돌아갈 수 있기를 바랍니다.
7161373,5,,여러분 빈습빈스 마니가주세요 ... 인기 많아져서 매장 늘어야 함 ㅠㅠ 딸기 아슈크림 와플하고 망고 아이스크림 와플 대존맛인데...
7161373,4,,"친구와 나는 놀라운 망고 와플을 나눴다. 분할하기에 완벽한 크기였습니다. 망고 그레이프 후르츠 차는 추웠습니다. 또한, 나는이 장소가 TripAdvisor에 열거 된 것보다 훨씬 일찍 문을 열었다 고 생각한다."
7161373,4,,커피보다는 디저트 종류가 맛있었던 카페입니다. 위치가 위치라 사람은 참 많네요. 더운 날씨에 잘 쉬다가 다시 길로 나왔습니다.
7161373,5,,망고와플이랑 딸기와플이랑 커피랑 먹었어요 ㅎㅎ 평소에 단 거 좋아하는데 시럽이 딱 달달하고 크림도 따로 얘기하면 듬뿍 올려주고 디저트카페로 여기만한데 없는듯
7161373,3,,멋지고 아늑한 아래로 앉아서 지친 다리를 쉬게 는 Bingsu 제한된 다양한 꽤 비싼(13만원) 큰 친구와 공유할 가져다 추천합니다. 그들은 케이크와 와플이 너무. 내 아이스 초콜릿 아이스크림 와플 딱입니다.
7161373,5,,멋진 휴식과 쇼핑을 마치고 좋은 커피! ! ! 훌륭한 디저트! 이 오레오 조각! :)
7161373,5,,명동 중심에 위치한 과자 멋진 곳입니다. 딸기 와플 커피 잘 가세요!
23823165,5,,"제가 지금까지 먹어본 케밥 중에서 단연 최고였습니다. 맛, 양, 퀄리티 모두 완벽했어요. 특히 페자 메뉴부터 알페도 빵 케밥까지 하나하나 정성스럽게 만든 게 느껴졌고, 풍미가 정말 뛰어났습니다. 매장에서 직접 먹었을 때도 너무 만족스러웠지만, 배달로도 그 맛이 잘 유지될지 궁금해서 쿠팡이츠, 요기요, 배달의민족 세 어플로 각각 주문해서 먹어볼 계획입니다. 집에서도 이 맛을 느낄 수 있다면 자주 시켜 먹을 것 같아요. 너무 맛있게 잘 먹었습니다. 꼭 다시 방문하겠습니다. 감사합니다!"
23823165,5,,"카이막 맛있어요~!!
꿀이랑 같이 빵에 발라먹으면 good!!
카이막에 피스타치오 가루도 뿌려져 있어요~
매장도 깔끔한편이고 다양한 터키빵들도 있고 
옆옆 가게에는 알페도 케밥도 판매하네요"
3329965,5,,신분당선 강남역 출구와 가깝고 엄청나게 넓음. 콘센트 있는 경우도 많고 빵 종류도 다양. 케익도 많음. 단지 발렌타인이나 어버이날에는 케익 당일구매는 포기하는 게 좋음.
3329965,4,,갓 구운 과자에 저항 할 수 없습니다. 맛있어. 그러나 대부분의 품목은 약간의 비용이 듭니다. 방금 과자와 음료를 먹었습니다.
3329965,4,,"파리바게트는 프랜차이즈빵집입니다. 강남역 ""파리바게트""는 파리바게트 지점들 중에서 괜찮은 맛을 자랑하는 곳입니다. 먹고 갈 수 있는 테이블이 많은 편입니다. 케이크도 괜찮고, 빵을 구입해서 음료와 함께 먹어도 좋습니다."
3329965,5,,유동인구가 많아서 그랬는지 케이크도 다양하고 당일 나온 케이크여서 더 신선했던거같아요~ 역시 갓나온빵이 최고 맛있습니다 ㅋㅋ
3329965,5,,빵 종류도 많고 공간이 널찍해서 좋습니다. 사람이 항상 많지만 워낙에 넓어서 아주 붐비는 경우는 별로 없는것 같아요. 항상 해피포인트 쿠폰들고 갑니다!
3329965,4,,프랜차이즈 매장이지만 강남역 매장은 빵 종류도 많고 방문객이 많아서 그런지 회전률이 좋아 다른 매장에 비해 맛도 더 좋았다
3329965,4,,참신 상품도 다양! 피카추와 아기 상어가 너무 귀엽다. 신선한 빵과 파이. 커피 만드는 데 꽤 오래 걸립니다. 우리가 주문한 핫 초콜렛과 바닐라 라떼는별로 섹시하지 않았습니다. 따뜻한 초콜렛보다 더 좋아. 바리 스타는 우리 영어를 상당히 잘 수용했다.
3329965,3,,"이 곳은 저렴한 가격에 매우 편리합니다. 거의 모든 종류의 빵, 다양한 맛의 머핀, 스낵, 초콜릿 등을 얻을 수 있습니다."
3329965,5,,"신선함과 직원들의 친절함 굿굿굿
역시 강남역은 파리바게트가 최고인것같아요 포장해서 먹기도좋고 빵냄새에 자동으로 이끌려가요"
3329965,3,,"3층이나 되지만 사람이 많아 앉을 수 없습니다. 하지만 빵 종류가 다른 파리바게트보다 월등히 많아 좋습니다.
포장하는 것을 추천합니다."
3329965,5,,"귀여운 직원들이 아주 좋은 호텔, 정말 좋고 신선한 음식. 서울에서 파리 모든 바게트 좋아했습니다. 제가 가장 좋아하는 블루베리 얼음. 크림 마카롱. 추천합니다."
3329965,4,,대체적으로 맛은 있어요 종류도 많고 이 가게만의 특별한 맛의 빵이나 케익은 없지만 체인점이고 고루고루 손님들 입맛에 맞는것같아요
3329965,5,,"대한민국 최고의 번화가라면 아마 강남역이지 않을까 싶어요
정말 주말이건 평일이건 인산인해로 발 디딜틈이 없습니다. 
정말 강남역 어딜가나 인파가 후덜덜합니다.

그중 파리바게뜨 강남역점 역시나 사람 많습니다요.ㅋㅋㅋ
정말 메인가는 어쩔수가 없습니다.ㅋㅋㅋ 직장인들 뿐만 아니라
데이트하는 사람들, 가족들까지 등등등..

한산할때 가보시는걸 추천해 드립니다."
3329965,5,,"언제 어디서나 어떤 굶어 형식에 대한 놀라운! 아주 친절한 직원, 맛있는 처리합니다. 보통 사람들이, 또한 이 아늑한 카페 안에 편안한 숙박을 좋습니다."
3329965,5,,"직원분들도 친절하시고, 빵들도 대체적으로 맛있어요!
그리고 다양한 통신사 할인을 이용하면 더 저렴한 가격에 이용할 수 있어요~"
2228905,5,,"따사로운 햇살, 따뜻한 차, 안성맞춤인 구조, 직원분의 친절함, 뭐 하나 부족한 게 없던 곳입니다. 공간은 마치 한국이 담겨있는 듯한 느낌을 주는 카페입니다."
2228905,4,,"좌석수가 많지 않은지 잘 모르겠으나 대기시간이 엄청 났고 
느끼기에 종업원들이 대기손님을 대하는 태도가 별로였다.
손님을 잡으려기는 커녕 오히려 그냥 가세요 하는 태도.
그외에 카페는 분위기와 위치 뛰어났다"
2228905,5,,우리는이 사랑스러운 전통 찻집에서 오후의 차를 즐겼습니다. 장식은 아름답고 산과 궁전의 전망은 훌륭합니다. 아래 도시의 사업에서 큰 휴식. 차는 매우 전통적이고 맛있습니다.
2228905,5,,이 멋진 건물은 빛과 도시의 전망으로 가득합니다. 아름다운 인테리어. 책상은 바닥이 낮지 만 남편은 바닥에 앉을 수 없어 앉을 의자가 낮았습니다. 가벼운 다과뿐만 아니라 다양한 종류의 차를 선택할 수 있습니다. 남편은 달콤한 빨간 콩 수프를 주문했는데 그것은 절대적으로 신성했습니다! 우리 차 선택은 큰 우아함과 함께 제공되었습니다. 우리 파티 중 하나가 녹차를 주문했으며 서버는 차를 마시기 전에 준비하고 차를 가파르게 만드는 과정을 시연했습니다. 한국 문화의 이런 측면을 경험할 수있어서 기쁩니다.
