restaurant_id,rating,content
12871134,5.0,"If you are a coffee lover, you will love the coffe here. This is not your average Korean coffee with creamer and sugar. They offer a choice of fruity notes, nutty notes and dark chocolate notes as well as latte and cappuccino. The coffee tastes good black, but sugar and cream available in the drawers by the water dispenser. I especially love the homemade plain yogurt topped with fresh raspberry jam puree. They also serve pastries. Order and seating on 1F. Additional seating on 2F and 3F. 

Yogurt 4,800 KRW
Specialty coffee 4,500 KRW

Whole beans are ground when you order your espresso or coffee. Coffee is made using pour-over method. Whole beans available for purchase.

The ambiance is amazing. Last time we were here, they were playing a Miles Davis record. This time the records on the turntable were Nat King Cole Christmas music and Eric Clapton unplugged. If you are a coffee-phile or audiophile, you will love this place. Great audio playing on Quart speakers. Good place for a date. 

Plenty of instagrammable photo ops. The decor is well thought-out. The seating is comfortable and invites you to linger to enjoy the soundtrack.

Highly recommend. Would come back anytime we are in Seoul. Hard to find but worth the circling around the block. Look for the narrow alleyway painted with a mural of blue sky with trees."
12871134,5.0,"Inside a very narrow alley, I bet you will walk pass it without realizing there is a cafe within. You might want to try their filter coffee. One of the best and you get to choose from 3 types of coffee beans. Best place to hide in the busy Seoul with a nice coffee and background music."
12871134,4.0,Tran Quoc Tuan (Daniel)
12871134,5.0,Decent coffee place with vintage/antique theme in the heart of town and tucked away in the back alley. There is a little bakery (same owner?) in the same alley that sells great madelleine and mousse.
12871134,4.0,"Great coffee, great tarte, sweets, kind staff, lovely decoration, oldies goodies itself! Such a hidden gem in Seoul"
12871134,4.0,"Hidden along an alley -> alley is next to a Korean Ginseng Chicken soup restaurant and the alley is painted in blue with green trees. 

Great little cafe -> interior seems like its from an old chinese film set. friendly faces who were very accomodating to me speaking zero Korean. 
Great cappuccino as well=)
glad i made it here!

dont think they serve much food but they do have some snacks like pastries"
12871134,5.0,Cafe with good coffee and nice decor
12871134,4.0,Gem hidden in backstreet
12871134,4.0,Retro style cafe hidden in alley
11491966,5.0,"Liverpool, United Kingdom"
11491966,5.0,"Arrive at the airport and take the A'REX to Kongde. The weather was nice and I was dragging my suitcase, so I used the terrace seats as soon as I entered. I thought it was a bakery cafe with a good atmosphere amid the rows of hotels and buildings. It was lunchtime and the restaurant was crowded. The bread selection area is small. I bought a cheese cream bread and a Danish like melon bread with a flat white. They cut the bread into four small pieces and had it with a fork. The flat white cup, which has no handle like a Japanese cup of tea, was very nice because it had a small print on the inside with a picture of a fur seal, the shop's mark. They also sold in the store."
11491966,5.0,The best cappuccino of my life.
11491966,4.0,In love with their mascot
11491966,5.0,Love the cute seal logo!
11491966,4.0,The Ham&Cheese Croissant is addictive!
11491966,5.0,One of my best finds in Korea!
11491966,5.0,My favourite place in Seoul
11491966,5.0,"New York City, New York"
11491966,5.0,"Excellent coffee, pastries, & atmosphere"
11491966,4.0,"I had a black coffee here. It was good and has a good setting to zone out and recharge. 

Seating is limited but there is outdoor seating."
11491966,5.0,"This bakery/coffeeshop is outstanding and even if it is not centrally located it is 100% worth all the long way to go there.
The coffee is outstanding and the bakery products are like in the best bakeries in Paris!
Really really fantastic in every way and not more expensive then in other bakeries.
We will be back for sure !!!!!!!!"
11491966,5.0,Great coffee/pastries and ambience
11491966,4.0,"The high rating was the reason to visit the place, it’s a very good place to have a cup of cappuccino, pastries are very good but in my opinion not the best in Seoul, good if they add more choices"
11491966,4.0,Some of the best TASTING coffee in Korea
11491966,4.0,"Smithfield, Australia"
11491966,5.0,Visiting Seoul and on a walk ran into this cool little place.  Ordered a couple americano’s and a few pastries- sat outside.  Very good all the way around.
11491966,5.0,Good place to hang out
11491966,5.0,One of the best specialty coffee shop in Seoul
11491966,4.0,good coffee and bread
8489196,5.0,Flawless service — and they actually listened to our special request
8489196,5.0,Awesome!! Service was fantastic. They picked up laundry at one hotel and returned to another. Laundry was fresh & clean. I love doing laundry in other countries it always turns out so well. Trust this co. they won't disappoint.
8489196,5.0,Easy place to do your laundry. The female staff member was very helpful. Nice seating and a few snack and drink options. I had a ciabatta and apple juice.
8489196,5.0,"Edinburgh, United Kingdom"
8489196,5.0,This place is so awesome for Doing Laundry in Seoul
8489196,5.0,The ambiance is great and the place in easy to find. Clean and you got to enjoy drinking coffee while waiting. Try to go early as there are only 3 washers/dryers. The owner can speak English and was friendly and helpful.
8489196,5.0,Very friendly and practical place
8489196,5.0,"So glad to find this place to do three loads of laundry under $25. Wonderful seating area to wait (in air conditioning). Super helpful staff person who explained cost and how to work machines. Very clean and beer and coffee are pluses! 

Located in residential area. WiFi available and it was 10 minute cab ride from hotel (Hyatt). You can use credit card to exchange for cash for machines."
8489196,5.0,coolest laundry store I've ever been to!
8489196,4.0,"While walking around in Haebongchon, Seoul we looked in mango plate to see what cafes were recommended - Laundry Project came as one of the top recommendations. We checked it out. I had tea and my friend had their hot chocolate. We both enjoyed our drinks in this cozy little cafe that serves also as a laundromat. A few people were waiting to their laundry while having some drinks or desserts. The owner was polite and it definitely was an interesting place to try out."
8489196,5.0,"Very nice, cozy, clean environment and well run establishment. 
Free laundry detergents and fabric softeners. 
WiFi, lovely tea and coffe with some tasty cakes that’s what makes this place unbeatable."
