id,name,phone,address,postal_code,lat,lng,category,hours,description,image,link
2228905,차마시는뜰,+82 10-9680-0688,종로구 삼청로4길 6 2층,(우) 03052,37.581936,126.98181,커피 및 차 전문점,일 11:00~21:00 / 화 11:00~21:00 / 수 11:00~21:00 / 목 11:00~21:00 / 금 11:00~21:00 / 토 11:00~21:00,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/c2/d4/92/photo1jpg.jpg?w=900&h=500&s=1,https://www.tripadvisor.co.kr/Restaurant_Review-g294197-d2228905-Reviews-Cha_teul-Seoul.html
5893100,카페 코인 1호점,+82 2-753-1667,중구 명동2가 54-20 2~3F,(우) 55222,37.562874,126.9841,커피 및 차 전문점,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/50/95/5c/caption.jpg?w=900&h=500&s=1,https://www.tripadvisor.co.kr/Restaurant_Review-g294197-d5893100-Reviews-Cafe_Coin_1-Seoul.html
4508089,패션 5,+82 2-2071-9505,용산구 이태원로 272,(우) 04399,37.538765,127.00188,베이커리,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/6c/c1/16/5.jpg?w=900&h=-1&s=1,https://www.tripadvisor.co.kr/Restaurant_Review-g294197-d4508089-Reviews-Passion_5-Seoul.html
7376255,땡스 네이쳐 카페,+82 2-332-7470,마포구 홍익로 10 서교푸르지오상가 B121,(우) 04055,37.55339,126.92376,커피 및 차 전문점,일 12:00~20:00 / 월 11:00~20:00 / 화 11:00~20:00 / 수 11:00~20:00 / 목 11:00~20:00 / 금 11:00~20:00 / 토 11:00~20:00,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/8f/28/63/inside-that-cafe.jpg?w=900&h=500&s=1,https://www.tripadvisor.co.kr/Restaurant_Review-g294197-d7376255-Reviews-Thanks_Nature_Cafe-Seoul.html
12868430,10G,+82 2-6137-7788,영등포구 국제금융로 10 로비층,(우) 07326,37.524937,126.925285,커피 및 차 전문점,일 06:30~22:00 / 월 06:30~22:00 / 화 06:30~22:00 / 수 06:30~22:00 / 목 06:30~22:00 / 금 06:30~22:00 / 토 06:30~22:00,"Conrad Seoul’s lobby is home to the casual caf? 10G, ideally located at the heart of Seoul’s Yeouido business district. Dine in or take out fresh specialty coffee, drinks, and desserts. Every morning the chef makes fresh sandwiches and healthy salads which are ideal for a light meal on the go.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/3a/59/93/10g.jpg?w=900&h=-1&s=1,https://www.tripadvisor.co.kr/Restaurant_Review-g294197-d12868430-Reviews-10G-Seoul.html
27491337,Cheongsudang Caf?,,"31-9 Donhwamun-ro 11na-gil, Jongno-gu",,37.53962,127.009674,"23,399개의 음식점 중",일 10:30~20:30 / 월 10:30~20:30 / 화 10:30~20:30 / 수 10:30~20:30 / 목 10:30~20:30 / 금 10:30~20:30 / 토 10:30~20:30,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/eb/0a/63/caption.jpg?w=900&h=500&s=1,https://www.tripadvisor.co.kr/Restaurant_Review-g294197-d27491337-Reviews-Cheongsudang_Cafe-Seoul.html
12871134,커피한약방,+82 70-4148-4242,중구 삼일대로12길 16-6,(우) 04542,37.566566,126.98862,커피 및 차 전문점,,Coffee Hanyakbang is one of the most famous cafe in Seoul. We are hidden in a very narrow alley. The signature menu here is the filter coffee which hand dripped. we emphasis on manual way for processing. We roast coffee on fire directly and brew coffee by hand drip. there is no Americano. We also have bakery & deserts which we bake everyday. Coffee hanyakbang is located in korean folk village.,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/89/df/13/getlstd-property-photo.jpg?w=900&h=500&s=1,https://www.tripadvisor.co.kr/Restaurant_Review-g294197-d12871134-Reviews-Coffee_Hanyakbang-Seoul.html
8737552,우드앤브릭,+82 2-747-1134,종로구 북촌로5길 14 1층,(우) 03055,37.579445,126.9842,커피 및 차 전문점,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/66/e8/55/wood-and-brick.jpg?w=900&h=500&s=1,https://www.tripadvisor.co.kr/Restaurant_Review-g294197-d8737552-Reviews-Wood_and_Brick-Seoul.html
9565171,더 라운지,+82 2-2276-3336,종로구 청계천로 279 JW 메리어트 동대문 스퀘어 서울 1층,(우) 03198,37.570293,127.00883,커피 및 차 전문점,일 10:00~21:00 / 월 10:00~21:00 / 화 10:00~21:00 / 수 10:00~21:00 / 목 10:00~21:00 / 금 10:00~21:00 / 토 10:00~21:00,"더 라운지는 1층 로비에 위치해 자연과 옛 고궁의 풍경을 함께 담아 낮에는 따스한 햇살과 도심 속의 한가로움을,밤에는 화려한 야경을 감상하실 수 있습니다. 비지니스 접대뿐만 아니라 바쁜 일상을 잠시 내려두고 소중한 분들과 음료 한 잔의 여유를 즐기기에 완벽한 장소입니다",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/2c/fd/ff/the-lounge.jpg?w=900&h=-1&s=1,https://www.tripadvisor.co.kr/Restaurant_Review-g294197-d9565171-Reviews-The_Lounge-Seoul.html
27462903,브레디포스트 명동점,+82 507-1388-9430,중구 명동8가길 31 1-3층,,37.56185,126.986824,커피 및 차 전문점,일 09:00~21:00 / 월 09:00~21:00 / 화 09:00~21:00 / 수 09:00~21:00 / 목 09:00~21:00 / 금 09:00~21:00 / 토 09:00~21:00,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/cf/86/d2/caption.jpg?w=900&h=500&s=1,https://www.tripadvisor.co.kr/Restaurant_Review-g294197-d27462903-Reviews-Breadypost_Myeongdong-Seoul.html
8144596,뜰안,+82 2-745-7420,수표로 28길 17-35,(우) 03133,37.57368,126.989426,커피 및 차 전문점,일 11:00~22:00 / 월 11:00~22:00 / 화 11:00~22:00 / 수 11:00~22:00 / 목 11:00~22:00 / 금 11:00~22:00 / 토 11:00~22:00,"익선동 한옥카페 뜰안(Tteuran, Inner Garden) ? 오래된 한옥 속 조용한 휴식 익선동의 작은 골목을 따라 걷다 보면, 번화한 분위기와는 달리 고요하게 자리한 한옥카페 **뜰안(Tteuran)**을 만날 수 있습니다. 익선동이 지금처럼 알려지기 훨씬 전인 2009년부터 한 자리를 지켜온 전통찻집으로, 한옥 특유의 따뜻한 분위기와 한국의 전통차 문화를 그대로 경험할 수 있는 공간입니다. 뜰안은 경복궁, 창덕궁, 창경궁, 인사동 사이에 위치해 있어 서울의 주요 궁궐 관광을 즐기는 여행자들에게 ‘잠시 쉬어가기 좋은 한옥 공간’으로 많은 사랑을 받고 있습니다. 카페 안으로 들어서면 작은 **안뜰(Inner Garden)**을 중심으로 조용한 한옥이 펼쳐지며, 여행 중 잠시 숨을 고르기 좋은 편안한 분위기를 선사합니다. 주요 메뉴로는 엄선한 재료로 직접 만드는 한방차들과 생강차·유자차·오미자차 100% 국내산 팥을 정성스럽게 끓여 만드는 단팥죽 이 많은 여행자들의 리뷰에서 특히 높은 평가를 받고 있습니다. 여행자들은 뜰안에 대해 “익선동에서 가장 조용한 곳”, “한국 전통차를 제대로 맛볼 수 있는 곳”, “궁궐 관광과 잘 어울리는 한옥 카페” 라고 이야기합니다. 서울의 역사 깊은 중심부에서 조용하고 따뜻한 한국의 전통을 느끼고 싶은 분들께 뜰안(Tteuran)은 더없이 좋은 선택입니다.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/d4/16/aa/caption.jpg?w=900&h=500&s=1,https://www.tripadvisor.co.kr/Restaurant_Review-g294197-d8144596-Reviews-Tteuran_Courtyard-Seoul.html
8489196,론드리프로젝트,+82 2-6405-8488,용산구 신흥로 78 Laundryproject,(우) 04336,37.535812,127.08878,바 및 펍,일 09:00~21:00 / 월 09:00~21:00 / 화 09:00~21:00 / 수 09:00~21:00 / 목 09:00~21:00 / 금 09:00~21:00 / 토 09:00~21:00,"Eat, Play, Laundry in Seoul While doing a laundry, You can enjoy your time with Seoul's best coffee and cakes. Fresh grapefruits_ade and Lemon_ade are also good tasty. Feel with Korean young artist's works, here!",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/f6/07/db/we-just-moved-new-place.jpg?w=900&h=-1&s=1,https://www.tripadvisor.co.kr/Restaurant_Review-g294197-d8489196-Reviews-Laundry_Project-Seoul.html
9360216,오설록티하우스,+82 2-3486-6695,강남대로 373,,37.4962,127.02835,커피 및 차 전문점,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/77/18/4e/photo2jpg.jpg?w=900&h=500&s=1,https://www.tripadvisor.co.kr/Restaurant_Review-g294197-d9360216-Reviews-O_sulloc_Tea_House-Seoul.html
27514995,Bean Brothers Coffeehouse Seoul,+82 2-332-2005,"2 Tojeong-ro 9-gil, Mapo-gu 6th And 7th Floors",(우) 04075,37.545097,126.924484,커피 및 차 전문점,일 10:00~22:00 / 월 10:00~22:00 / 화 10:00~22:00 / 수 10:00~22:00 / 목 10:00~22:00 / 금 10:00~22:00 / 토 10:00~22:00,"Welcome to BEAN BROTHERS COFFEEHOUSE, where you can enjoy a rich variety of coffee experiences?from a single perfect cup to the fun of tasting multiple brews. Explore coffee in many ways and engage in fascinating conversations with the team. Experience Korea’s specialty coffee culture and step outside your daily routine with us. Enjoy light outdoor activities on the rooftop and complete your journey soaking in the unique vibes of Seoul.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/e9/11/5d/6th-floor.jpg?w=900&h=500&s=1,https://www.tripadvisor.co.kr/Restaurant_Review-g294197-d27514995-Reviews-Bean_Brothers_Coffeehouse_Seoul-Seoul.html
7007845,설빙 인사점,+82 70-4227-2655,종로구 인사동 39번지,(우) 110-290,37.57213,126.98703,디저트 명소,일 10:00~22:00 / 월 10:00~23:00 / 화 10:00~23:00 / 수 10:00~23:00 / 목 10:00~23:00 / 금 10:00~23:00 / 토 10:00~23:00,디저트 까페 설빙입니다,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/3f/3a/d5/third-floor.jpg?w=900&h=500&s=1,https://www.tripadvisor.co.kr/Restaurant_Review-g294197-d7007845-Reviews-Sulbing_Insadong-Seoul.html
6494540,밀탑,+82 2-547-6800,강남구 압구정로 165 현대백화점본점 5층,(우) 06001,37.52734,127.02739,디저트 명소,일 10:30~22:00 / 월 10:30~22:00 / 화 10:30~22:00 / 수 10:30~22:00 / 목 10:30~22:00 / 금 10:30~22:00 / 토 10:30~22:00,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/3d/79/8c/meal-top.jpg?w=900&h=500&s=1,https://www.tripadvisor.co.kr/Restaurant_Review-g294197-d6494540-Reviews-Meal_top-Seoul.html
10769727,카페 드 파리 명동점,+82 2-755-9646,중구 명동10길 40 2-3층,(우) 04536,37.562157,126.98566,커피 및 차 전문점,일 11:00~00:00 / 월 11:00~00:00 / 화 11:00~00:00 / 수 11:00~00:00 / 목 11:00~00:00 / 금 11:00~00:00 / 토 11:00~00:00,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/2d/0e/31/caption.jpg?w=900&h=500&s=1,https://www.tripadvisor.co.kr/Restaurant_Review-g294197-d10769727-Reviews-Cafe_de_Paris_Myeongdong-Seoul.html
4083902,투썸플레이스 명동올리브영점,+82 2-775-1180,중구 명동길 53,(우) 04538,37.56416,126.98511,커피 및 차 전문점,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/53/d1/d0/twosome.jpg?w=600&h=300&s=1,https://www.tripadvisor.co.kr/Restaurant_Review-g294197-d4083902-Reviews-Twosome_Place_Myeongdong_Olive_Young-Seoul.html
7808179,스타벅스 파미에파크점,+82 2-758-8790,서초구 사평대로205 센트럴시티 파미에파크돔,(우) 06545,37.503105,127.00452,커피 및 차 전문점,,Starbucks Las Vegas Corp. is an American subsidiary chain of coffeehouses. Enjoy a cup of your favorite coffee paired with our delicious food. Order & pick up today! | ⓥ? -,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/5c/a2/91/caption.jpg?w=900&h=500&s=1,https://www.tripadvisor.co.kr/Restaurant_Review-g294197-d7808179-Reviews-Starbucks_Famille_Park-Seoul.html
28276348,스탠다드브레드,+82 70-8835-5508,성수이로18길 37 성동구,,37.541683,127.061134,커피 및 차 전문점,일 09:00~21:00 / 월 09:00~21:00 / 화 09:00~21:00 / 수 09:00~21:00 / 목 09:00~21:00 / 금 09:00~21:00 / 토 09:00~21:00,아직 스탠다드브레드에 대한 콘텐츠가 없습니다.,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/4f/67/8b/standard-bread-seongsu.jpg?w=900&h=500&s=1,https://www.tripadvisor.co.kr/Restaurant_Review-g294197-d28276348-Reviews-Standard_Bread-Seoul.html
10423781,대림창고,+82 2-498-7474,성동구 성수이로 78,(우) 04784,37.54176,127.056526,커피 및 차 전문점,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/c3/55/6b/caption.jpg?w=800&h=400&s=1,https://www.tripadvisor.co.kr/Restaurant_Review-g294197-d10423781-Reviews-Daerim_Changgo-Seoul.html
4050362,뚜레쥬르 종로점,+82 2-3210-4885,종로구 종로 62,(우) 03189,37.569897,126.984276,커피 및 차 전문점,일 07:00~22:30 / 월 07:00~22:30 / 화 07:00~22:30 / 수 07:00~22:30 / 목 07:00~22:30 / 금 07:00~22:30 / 토 07:00~22:30,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/86/9b/94/photo4jpg.jpg?w=900&h=500&s=1,https://www.tripadvisor.co.kr/Restaurant_Review-g294197-d4050362-Reviews-Tous_Les_Jours_Jongno-Seoul.html
12837607,레이어드,,종로구 북촌로2길 2-3,(우) 03059,37.577713,126.98591,커피 및 차 전문점,일 10:00~22:00 / 월 08:00~22:00 / 화 08:00~22:00 / 수 08:00~22:00 / 목 08:00~22:00 / 금 08:00~22:00 / 토 10:00~22:00,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/18/25/75/caption.jpg?w=900&h=500&s=1,https://www.tripadvisor.co.kr/Restaurant_Review-g294197-d12837607-Reviews-Layered-Seoul.html
3602318,투썸플레이스 엔타워점,+82 2-3455-9230,용산구 남산공원길 105 YTN서울타워,(우) 04340,37.55095,126.989296,커피 및 차 전문점,일 10:00~23:00 / 월 10:00~23:00 / 화 10:00~23:00 / 수 10:00~23:00 / 목 10:00~23:00 / 금 10:00~23:00 / 토 10:00~00:00,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/21/aa/3e/a-twosome-place-n-seoul.jpg?w=900&h=500&s=1,https://www.tripadvisor.co.kr/Restaurant_Review-g294197-d3602318-Reviews-A_Twosome_Place_N_Tower-Seoul.html
11491966,프릳츠커피컴퍼니,+82 2-3275-2045,마포구 새창로2길 17,(우) 04168,37.541126,126.94911,커피 및 차 전문점,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/fb/6b/64/caption.jpg?w=900&h=500&s=1,https://www.tripadvisor.co.kr/Restaurant_Review-g294197-d11491966-Reviews-Fritz_Coffee_Company-Seoul.html
8677918,써니네 애견 카페,+82 2-334-3712,마포구 양화로18안길 16 3F,(우) 04051,37.556656,126.92546,커피 및 차 전문점,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/e0/0f/4e/caption.jpg?w=200&h=200&s=1,https://www.tripadvisor.co.kr/Restaurant_Review-g294197-d8677918-Reviews-Sunny_s_Dog_Cafe-Seoul.html
11997026,파리크라상 서울역점,+82 2-312-7740,용산구 한강대로 405 서울역,(우) 04320,37.553806,126.9702,커피 및 차 전문점,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/6f/5c/af/photo1jpg.jpg?w=900&h=500&s=1,https://www.tripadvisor.co.kr/Restaurant_Review-g294197-d11997026-Reviews-Paris_Croissant_Seoul_Station-Seoul.html
1160302,크리스피 크림 도넛 소공점,+82 2-772-3636,중구 을지로 30 롯데백화점 지하,(우) 04533,37.564255,126.98169,베이커리,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/bc/04/51/the-store.jpg?w=900&h=500&s=1,https://www.tripadvisor.co.kr/Restaurant_Review-g294197-d1160302-Reviews-Krispy_Kreme_Doughnuts_Sogong-Seoul.html
9298294,덕수궁 리에제와플,+82 2-318-5202,중구 덕수궁길 5,(우) 04515,37.564903,126.976585,커피 및 차 전문점,일 09:00~21:00 / 월 08:00~21:00 / 화 08:00~21:00 / 수 08:00~21:00 / 목 08:00~21:00 / 금 08:00~21:30 / 토 09:00~21:30,"생활의 달인_서울 디저트 3대 맛집! -맛있습니다- 맛보신 분이라면 누구나 인정하는 와플 대표 맛집으로 자리 잡았습니다. 서울 와플 맛집 1위로 알려져 3,000일 동안 3,000,000명이 다녀가신 광화문맛집 입니다 와플 맛집 최다 블로그 후기, 실제 구매 고객의 영수증 리뷰 등 고객님의 자발적인 극찬 후기로 그 맛을 인정받았습니다. 와플뿐 아니라 토핑 하나하나, 커피와 음료까지 고가의 최상급 원료를 사용해 주문 즉시 만들어 고급스러운 맛과 풍미를 자랑합니다. 최상급의 고메 등급 바닐라 빈을 사용해 더욱 깊은 풍미와 맛을 즐기실 수 있습니다.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/27/ba/31/d1/not-only-waffles-but.jpg?w=900&h=500&s=1,https://www.tripadvisor.co.kr/Restaurant_Review-g294197-d9298294-Reviews-Liege_Waffle-Seoul.html
18415520,943 킹스크로스,+82 2-3144-2112,마포구 양화로16길 24,(우) 04039,37.55318,126.92077,커피 및 차 전문점,일 10:00~21:30 / 월 11:30~21:30 / 화 11:30~21:30 / 수 11:30~21:30 / 목 11:30~21:30 / 금 10:00~21:30 / 토 10:00~21:30,"943 킹스크로스는 마법 테마의 복합문화체험공간입니다. 단순한 카페를 넘어 마법사의 미션을 통해 특별한 경험을 선사합니다. 마법이 깃든 음료 한 잔과 마법사 패키지가 제공되어, 당신만의 마법사 여정을 시작할 수 있습니다.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/b4/5a/35/there-are-also-magical.jpg?w=900&h=500&s=1,https://www.tripadvisor.co.kr/Restaurant_Review-g294197-d18415520-Reviews-943_King_s_Cross-Seoul.html
11960076,디올카페,+82 2-513-0390,강남구 압구정로 464,(우) 06015,37.52489,127.04684,커피 및 차 전문점,일 11:00~19:00 / 월 11:00~20:00 / 화 11:00~20:00 / 수 11:00~20:00 / 목 11:00~20:00 / 금 11:00~20:00 / 토 11:00~20:00,Your Dior Cafe at Seoul,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/f7/5c/d5/a-sitting-area-while.jpg?w=900&h=500&s=1,https://www.tripadvisor.co.kr/Restaurant_Review-g294197-d11960076-Reviews-DIOR_Cafe-Seoul.html
9287210,설빙 명동2호점,+82 2-774-7994,중구 명동10길 20,(우) 04536,37.56283,126.985405,디저트 명소,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/ce/17/6b/photo0jpg.jpg?w=900&h=500&s=1,https://www.tripadvisor.co.kr/Restaurant_Review-g294197-d9287210-Reviews-Sulbing_Myeongdong_2nd-Seoul.html
9565159,서울 베이킹 컴퍼니,+82 2-2276-3340,종로구 청계천로 279 JW 메리어트 동대문 스퀘어 서울 LL 층,(우) 03198,37.57031,127.00893,커피 및 차 전문점,일 08:00~18:00 / 월 08:00~19:00 / 화 08:00~19:00 / 수 08:00~19:00 / 목 08:00~19:00 / 금 08:00~19:00 / 토 08:00~19:00,서울 베이킹 컴퍼니는 JW 메리어트 동대문 스퀘어 서울의 베이커리로써 고객님께 달콤하고 고소한 행복을 선물합니다. 매일 갓 구운 신선한 빵과 알맞게 볶아진 원두로 뽑아낸 그윽한 향의 커피 외에도 특별한 날을 위한 케이크에서부터 초콜릿은 물론 신선한 샌드위치와 샐러드가 매일 새롭게 준비됩니다.,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/e5/20/79/caption.jpg?w=900&h=500&s=1,https://www.tripadvisor.co.kr/Restaurant_Review-g294197-d9565159-Reviews-Seoul_Baking_Company-Seoul.html
3369503,더 베이커스 테이블,+82 70-7717-3501,용산구 녹사평대로 244-1,(우) 04343,37.53954,126.98732,베이커리,일 08:00~20:00 / 월 08:00~21:00 / 화 08:00~21:00 / 수 08:00~21:00 / 목 08:00~21:00 / 금 08:00~21:00 / 토 08:00~21:00,"European style brunch/breakfast,german food and breads.Selection of wine and german draft beer,Great coffee.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/b1/5d/27/photo2jpg.jpg?w=700&h=400&s=1,https://www.tripadvisor.co.kr/Restaurant_Review-g294197-d3369503-Reviews-The_Baker_s_Table-Seoul.html
9143806,커피리브레 명동성당점,+82 2-774-0615,중구 명동길 74 명동성당 1898광장 1층,(우) 04537,37.564068,126.98712,커피 및 차 전문점,일 09:00~18:00 / 월 10:00~19:00 / 화 10:00~19:00 / 수 10:00~19:00 / 목 10:00~19:00 / 금 10:00~19:00 / 토 09:00~18:00,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/23/ae/f0/in-myung-dong-cathedral.jpg?w=900&h=500&s=1,https://www.tripadvisor.co.kr/Restaurant_Review-g294197-d9143806-Reviews-CoffeeLibre_Myeongdong-Seoul.html
26242780,런던 베이글 뮤지엄 안국점,,종로구 북촌로4길 20,,37.579247,126.98637,베이커리,일 08:00~18:00 / 월 08:00~18:00 / 화 08:00~18:00 / 수 08:00~18:00 / 목 08:00~18:00 / 금 08:00~18:00 / 토 08:00~18:00,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/87/f1/84/caption.jpg?w=900&h=500&s=1,https://www.tripadvisor.co.kr/Restaurant_Review-g294197-d26242780-Reviews-London_Bagel_Museum-Seoul.html
